subject_id,syn_id
S003936,syn880460297
S001820,syn952536709
S001709,syn670615209
S003564,syn264147052
S001857,syn833897510
S000403,syn379422228
S002529,syn973852119
S000616,syn795068180
S002478,syn488912777
S001329,syn482066133
S002772,syn48637510
S000285,syn663081986
S000707,syn229316762
S002219,syn860160242
S000893,syn491006550
S001109,syn304426791
S000652,syn840646841
S003282,syn129359745
S003310,syn422400288
S003712,syn810603261
S002227,syn881727684
S001138,syn618920533
S002468,syn188403573
S000173,syn849952529
S003418,syn671278772
S002763,syn81483893
S001879,syn323036573
S002869,syn208198434
S000483,syn609205854
S000340,syn304663218
S000018,syn282426039
S002121,syn208711798
S001401,syn836585594
S001744,syn17230918
S002445,syn379997330
S001064,syn930293477
S002284,syn996671063
S002295,syn943463387
S001395,syn99245905
S003824,syn710420942
S002075,syn996671063
S000531,syn836585594
S002029,syn379997330
S001939,syn834893372
S002608,syn323036573
S002978,syn538258190
S003529,syn717819762
S000544,syn126064976
S002503,syn86883121
S000317,syn671278772
S001440,syn927718245
S003625,syn810603261
S003745,syn526893539
S003799,syn740821736
S001214,syn710420942
S003102,syn535208374
S001116,syn713605172
S001699,syn810603261
S003642,syn924832520
S000306,syn322646040
S000693,syn827676232
S002723,syn810603261
S001131,syn317014174
S000996,syn615485429
S003307,syn454807903
S000254,syn725181865
S001750,syn170357222
S003207,syn713605172
S000857,syn636138262
S000179,syn587298704
S002188,syn486054177
S001079,syn379422228
S003565,syn282426039
S001372,syn558515636
S003969,syn611994664
S001683,syn867062886
S000379,syn392346814
S003384,syn986457713
S001498,syn17230918
S000858,syn424237153
S001751,syn252730023
S003024,syn107328009
S003753,syn380697848
S002383,syn208711798
S001045,syn676275240
S001522,syn996671063
S003568,syn523568738
S001563,syn943463387
S002877,syn323036573
S002693,syn967068868
S003224,syn21576382
S001319,syn710420942
S000294,syn60377238
S002500,syn281963934
S001136,syn48637510
S002859,syn714325209
S003234,syn875422781
S003707,syn562189408
S003239,syn46084590
S001943,syn488912777
S001344,syn482066133
S001130,syn60377238
S001902,syn64820641
S002085,syn122780750
S003421,syn126064976
S001219,syn126064976
S000555,syn760366319
S000717,syn188403573
S003134,syn482066133
S001937,syn424237153
S000461,syn292481115
S001922,syn986264398
S003529,syn773491340
S001884,syn932145625
S003404,syn986457713
S001102,syn509803234
S000667,syn827676232
S003396,syn710420942
S003578,syn260600888
S002573,syn808426133
S002243,syn482066133
S001380,syn119227014
S001449,syn379422228
S000781,syn523580792
S003284,syn304663218
S001097,syn760366319
S002883,syn819089182
S002648,syn217496367
S000048,syn927718245
S001874,syn80654178
S002025,syn588141090
S001357,syn740821736
S000689,syn380697848
S002306,syn46084590
S002205,syn716488109
S003564,syn808426133
S000234,syn526893539
S001733,syn482066133
S003434,syn782901023
S000664,syn713605172
S003009,syn713605172
S002840,syn808034218
S003924,syn124607153
S000452,syn827676232
S002977,syn258140562
S000672,syn618920533
S000242,syn895607589
S002993,syn744765711
S000835,syn566593412
S000101,syn782901023
S003636,syn379422228
S003479,syn943463387
S002761,syn57062519
S001678,syn876397053
S003558,syn90968331
S003288,syn888695429
S001029,syn867062886
S000728,syn407694958
S003123,syn795726853
S001835,syn744765711
S001819,syn543336649
S002846,syn931976548
S002009,syn904275704
S001977,syn663081986
S001594,syn544853114
S000845,syn208198434
S002618,syn875422781
S001301,syn651555074
S002818,syn562189408
S002910,syn373249433
S002043,syn335519855
S002644,syn183487266
S002807,syn618920533
S002736,syn571727148
S002955,syn924832520
S002215,syn943463387
S000623,syn760366319
S001108,syn808426133
S001071,syn651555074
S002327,syn671278772
S000245,syn6008480
S000321,syn486054177
S002160,syn412533970
S003795,syn876397053
S000380,syn294811945
S003223,syn482066133
S003271,syn710420942
S002562,syn931976548
S000149,syn714325209
S001245,syn888695429
S000914,syn482066133
S000962,syn122780750
S000322,syn611915666
S003791,syn208198434
S000239,syn716488109
S000850,syn213336690
S000583,syn621444822
S002845,syn523580792
S003187,syn491019087
S000031,syn170357222
S001533,syn879159542
S000178,syn229316762
S002611,syn281963934
S000810,syn547366381
S002259,syn618920533
S001973,syn967068868
S000029,syn379997330
S002619,syn538258190
S002377,syn86883121
S001451,syn927973723
S002161,syn615485429
S002752,syn710420942
S002283,syn105513356
S001606,syn190526231
S003334,syn491019087
S002284,syn895607589
S001317,syn392346814
S000831,syn880261732
S001260,syn610112696
S001132,syn527741361
S002075,syn895607589
S001389,syn621444822
S000319,syn810603261
S001794,syn48637510
S002611,syn571727148
S001852,syn156525356
S003046,syn875422781
S001936,syn881727684
S000842,syn523580792
S001610,syn274660995
S000626,syn819089182
S002371,syn170357222
S002327,syn21576382
S001167,syn282426039
S002254,syn323036573
S000975,syn967068868
S001853,syn740821736
S000883,syn49948796
S001198,syn671278772
S000780,syn482106706
S003232,syn80654178
S000828,syn317014174
S002876,syn264147052
S002065,syn62119471
S002932,syn547366381
S002433,syn412533970
S003434,syn870132064
S000181,syn717819762
S003977,syn615485429
S000654,syn810603261
S002891,syn562189408
S001624,syn809951133
S003619,syn930293477
S003193,syn208711798
S000810,syn491019087
S001663,syn252730023
S002746,syn264147052
S000924,syn676275240
S003936,syn46084590
S002839,syn6008480
S000495,syn931976548
S002675,syn394923870
S003726,syn904275704
S002770,syn881727684
S001596,syn973852119
S002399,syn491006550
S001840,syn558515636
S001883,syn99245905
S002052,syn523580792
S003670,syn258140562
S000935,syn875422781
S000510,syn543336649
S002323,syn282426039
S000102,syn924832520
S002820,syn53573673
S000955,syn674034943
S000467,syn107328009
S002711,syn888695429
S002960,syn710420942
S003987,syn506724301
S001426,syn888695429
S002353,syn46084590
S003645,syn258140562
S003560,syn870132064
S001327,syn107328009
S003800,syn973852119
S000277,syn996671063
S003804,syn762098171
S001135,syn943463387
S000693,syn21576382
S002039,syn527741361
S001175,syn953588723
S003468,syn809951133
S000882,syn122780750
S000675,syn558515636
S000120,syn486054177
S000284,syn626346633
S000354,syn323036573
S000409,syn412533970
S001414,syn229316762
S001511,syn379997330
S002412,syn895607589
S000256,syn412533970
S002071,syn323036573
S002691,syn21576382
S001726,syn671278772
S002180,syn880460297
S000106,syn943463387
S001431,syn523580792
S001151,syn287377898
S003558,syn547366381
S001184,syn252730023
S002279,syn17230918
S001770,syn46084590
S001938,syn6008480
S001922,syn424237153
S001940,syn535208374
S001925,syn740821736
S000958,syn535208374
S003480,syn760366319
S000894,syn558515636
S002864,syn973852119
S003377,syn379997330
S003760,syn3287338
S002734,syn282426039
S003181,syn509803234
S003054,syn744765711
S002578,syn558515636
S002833,syn217496367
S001672,syn86883121
S000577,syn183487266
S000621,syn875422781
S001312,syn491006550
S003848,syn43858574
S000495,syn744765711
S003242,syn217496367
S002636,syn317014174
S000050,syn523568738
S000227,syn945733276
S001187,syn412533970
S000012,syn119227014
S001844,syn943463387
S003440,syn454807903
S000298,syn523580792
S003089,syn373249433
S002456,syn523568738
S001709,syn535208374
S003956,syn454807903
S003420,syn986457713
S002288,syn482066133
S003913,syn819089182
S003507,syn252730023
S001836,syn21576382
S000942,syn438787064
S000597,syn710420942
S001106,syn663081986
S001013,syn615485429
S002778,syn881727684
S003158,syn819089182
S000284,syn424237153
S000971,syn880710709
S000049,syn833897510
S003885,syn323036573
S003656,syn317014174
S002143,syn158632122
S000198,syn304426791
S003843,syn953588723
S000615,syn836585594
S003751,syn927718245
S000123,syn904275704
S002411,syn827676232
S002534,syn238977506
S003834,syn782901023
S003944,syn454807903
S002582,syn626346633
S000189,syn986457713
S000667,syn610112696
S003797,syn126064976
S001478,syn782901023
S002921,syn618920533
S001542,syn107328009
S002996,syn671278772
S000489,syn287377898
S001530,syn991384490
S002431,syn880460297
S002730,syn21576382
S003827,syn17230918
S002912,syn454807903
S000818,syn931976548
S003200,syn931976548
S000920,syn973852119
S000750,syn676275240
S001893,syn618920533
S000886,syn671278772
S002230,syn973852119
S002034,syn621444822
S003224,syn86883121
S002332,syn352051342
S001528,syn870132064
S000890,syn615485429
S000005,syn60377238
S000590,syn190526231
S003675,syn808034218
S002165,syn888695429
S002403,syn379422228
S001658,syn486054177
S002175,syn146998490
S002348,syn671278772
S002205,syn282426039
S002772,syn615485429
S003024,syn760366319
S003066,syn880460297
S002276,syn535208374
S000958,syn86883121
S000141,syn927718245
S001999,syn819089182
S003452,syn558515636
S000690,syn870132064
S001724,syn60377238
S001827,syn621444822
S001808,syn809951133
S003290,syn744765711
S003310,syn380697848
S001860,syn107328009
S002892,syn281963934
S002876,syn880460297
S001997,syn491019087
S003271,syn64820641
S003419,syn651555074
S002264,syn60377238
S000177,syn312119043
S000886,syn965578899
S000408,syn819089182
S001135,syn870132064
S001528,syn819089182
S003827,syn840646841
S000260,syn491006550
S002635,syn808426133
S000072,syn213336690
S002093,syn930293477
S002264,syn188403573
S001107,syn126064976
S001420,syn810477091
S002230,syn716488109
S001587,syn304426791
S002050,syn380413783
S001278,syn876397053
S002156,syn526893539
S002008,syn254057637
S000208,syn819089182
S002908,syn879159542
S000915,syn86883121
S000719,syn49948796
S003569,syn99245905
S000531,syn710420942
S003612,syn836585594
S000380,syn304426791
S000619,syn99245905
S003757,syn380413783
S003796,syn352051342
S000433,syn43858574
S003824,syn981541489
S000036,syn132499966
S000069,syn6008480
S003446,syn674034943
S002785,syn304426791
S000710,syn836585594
S001467,syn833897510
S000893,syn713605172
S000349,syn716488109
S002491,syn380697848
S002788,syn924832520
S002958,syn611994664
S003039,syn422400288
S000272,syn827676232
S001498,syn810477091
S000289,syn860160242
S002591,syn304663218
S000631,syn671278772
S001796,syn621444822
S003650,syn827676232
S003255,syn870132064
S001983,syn523580792
S001640,syn274660995
S002551,syn208198434
S000313,syn834893372
S003633,syn714325209
S002977,syn927718245
S002887,syn373249433
S003443,syn183487266
S000029,syn380413783
S003599,syn930293477
S001530,syn819089182
S002840,syn833897510
S001277,syn808426133
S000048,syn924832520
S000785,syn217496367
S000660,syn924832520
S003385,syn205773896
S000534,syn354251066
S000358,syn317014174
S000341,syn81483893
S001533,syn598537434
S002218,syn881727684
S000246,syn126064976
S000470,syn424237153
S000649,syn107328009
S002551,syn836585594
S003637,syn354251066
S002120,syn209471754
S002460,syn281963934
S001637,syn773491340
S001663,syn373249433
S003889,syn880261732
S001033,syn81483893
S003022,syn99245905
S003398,syn880261732
S002297,syn809951133
S002009,syn217496367
S000477,syn867062886
S002078,syn322646040
S001953,syn663081986
S002479,syn146998490
S001056,syn208711798
S001612,syn380413783
S001548,syn651555074
S000630,syn996671063
S000513,syn190526231
S000066,syn126064976
S003940,syn615485429
S003012,syn132499966
S000542,syn60377238
S003689,syn488912777
S001063,syn629187753
S001073,syn486054177
S002009,syn352051342
S003908,syn945733276
S003591,syn126064976
S000175,syn676275240
S001287,syn198397424
S001466,syn352051342
S003842,syn209471754
S000475,syn486054177
S003717,syn304663218
S002029,syn482106706
S002924,syn671278772
S002113,syn558515636
S000650,syn544853114
S001712,syn867062886
S000223,syn881727684
S000241,syn967068868
S002820,syn714325209
S001132,syn60377238
S000004,syn217496367
S000391,syn322646040
S003242,syn216069765
S000531,syn412533970
S002848,syn931976548
S002586,syn57062519
S002538,syn328382164
S003910,syn558515636
S000324,syn217496367
S002227,syn973852119
S000328,syn615485429
S000607,syn943463387
S001764,syn870132064
S002551,syn45082220
S001798,syn867062886
S002045,syn782901023
S002731,syn967068868
S002767,syn809951133
S003928,syn491019087
S002106,syn170357222
S001297,syn304663218
S001033,syn621444822
S000385,syn146998490
S001463,syn122780750
S001667,syn122780750
S002615,syn986457713
S001462,syn867062886
S000299,syn238977506
S003223,syn17230918
S001090,syn509803234
S000839,syn967068868
S000803,syn304663218
S003921,syn674034943
S003144,syn523580792
S001420,syn740821736
S002149,syn81483893
S003427,syn867062886
S001990,syn973852119
S001597,syn49948796
S001470,syn571727148
S000492,syn588141090
S002168,syn304426791
S001055,syn112061753
S002724,syn547366381
S001914,syn17230918
S002841,syn304426791
S001974,syn927718245
S003374,syn676275240
S002956,syn43858574
S003670,syn927718245
S003651,syn588141090
S000640,syn651555074
S000759,syn170357222
S000328,syn810603261
S000959,syn762098171
S003533,syn930293477
S003669,syn394923870
S003041,syn973852119
S000681,syn782901023
S003888,syn392346814
S003837,syn875422781
S003115,syn763204436
S001086,syn875422781
S002013,syn392346814
S003645,syn927718245
S002452,syn945733276
S003289,syn819089182
S000922,syn904275704
S002753,syn107328009
S000266,syn588141090
S001146,syn454807903
S000761,syn713605172
S002947,syn538258190
S000711,syn651555074
S002510,syn205773896
S000578,syn323036573
S003371,syn598537434
S003436,syn930293477
S002327,syn676275240
S002705,syn714325209
S003339,syn714325209
S001488,syn208198434
S000493,syn412533970
S002696,syn996671063
S002027,syn119227014
S002266,syn809951133
S000142,syn183487266
S000812,syn879159542
S002431,syn46084590
S001045,syn519567299
S000617,syn190526231
S002471,syn122780750
S000297,syn717819762
S000914,syn840646841
S000562,syn43858574
S002192,syn6008480
S001653,syn967068868
S002960,syn773491340
S002802,syn880261732
S001143,syn986457713
S002965,syn819089182
S002202,syn953588723
S001842,syn46084590
S003209,syn598537434
S000242,syn710420942
S002896,syn860160242
S001013,syn588141090
S000178,syn810603261
S000626,syn760366319
S003610,syn43858574
S003472,syn229316762
S001617,syn209471754
S002772,syn238977506
S003049,syn931976548
S000297,syn986457713
S002183,syn454807903
S001488,syn836585594
S001300,syn323036573
S000296,syn836585594
S000875,syn317014174
S003697,syn547366381
S003594,syn819089182
S001535,syn323036573
S000644,syn740821736
S002380,syn292481115
S003214,syn287377898
S000174,syn606462424
S002824,syn527741361
S000689,syn258140562
S002731,syn996671063
S003856,syn422400288
S001752,syn713605172
S002882,syn208198434
S001546,syn827676232
S001923,syn208198434
S002328,syn588141090
S000431,syn509803234
S003643,syn795068180
S001310,syn836585594
S000786,syn21576382
S003692,syn412533970
S001571,syn426187220
S003343,syn651555074
S002904,syn99245905
S003922,syn867062886
S002737,syn126064976
S003144,syn810603261
S001422,syn663081986
S000390,syn867062886
S000252,syn304663218
S003015,syn927718245
S003157,syn526893539
S000057,syn323036573
S002409,syn621444822
S000057,syn28325854
S003099,syn6008480
S003975,syn543336649
S000436,syn252730023
S001116,syn860160242
S003482,syn588141090
S002799,syn931976548
S003079,syn281963934
S001254,syn996671063
S001542,syn879159542
S000687,syn424237153
S000378,syn488912777
S002078,syn547366381
S001686,syn129359745
S003114,syn105513356
S003478,syn651555074
S001152,syn744765711
S002485,syn322646040
S000912,syn795726853
S003115,syn252730023
S002812,syn943463387
S002468,syn129359745
S003221,syn716488109
S003773,syn258140562
S002935,syn547366381
S002635,syn663081986
S001753,syn967068868
S000839,syn571727148
S000974,syn488912777
S001351,syn714325209
S002284,syn710420942
S000426,syn663081986
S000108,syn986457713
S003628,syn930293477
S000112,syn282426039
S001232,syn486054177
S001897,syn598537434
S000029,syn482106706
S003553,syn538258190
S003567,syn615485429
S001785,syn924832520
S003313,syn304663218
S002848,syn875422781
S003957,syn663081986
S002091,syn833897510
S002489,syn810603261
S002737,syn424237153
S000950,syn834893372
S002078,syn491019087
S002001,syn509803234
S002112,syn833897510
S003157,syn264147052
S003406,syn486054177
S001239,syn132499966
S000590,syn43858574
S000239,syn880710709
S000173,syn523580792
S000350,syn927718245
S000934,syn986457713
S003325,syn379997330
S000872,syn292481115
S000684,syn99245905
S002939,syn287377898
S002744,syn674034943
S002736,syn105513356
S000923,syn840646841
S003197,syn571727148
S000908,syn322646040
S002997,syn558515636
S003450,syn486054177
S001144,syn819089182
S001402,syn412533970
S000212,syn17230918
S003065,syn287377898
S002086,syn282426039
S001380,syn126064976
S000192,syn208711798
S001182,syn870132064
S003225,syn945509103
S001094,syn808426133
S001559,syn129359745
S003564,syn252730023
S000441,syn46084590
S000630,syn208198434
S000455,syn454807903
S002639,syn190526231
S001840,syn43858574
S000408,syn945733276
S003173,syn46084590
S003721,syn610112696
S000937,syn379422228
S002161,syn808426133
S001491,syn183487266
S002526,syn986457713
S003831,syn129359745
S002288,syn840646841
S003399,syn931976548
S001210,syn99245905
S002623,syn967068868
S000548,syn953588723
S001511,syn491006550
S003169,syn904275704
S002045,syn107328009
S003182,syn322646040
S002192,syn562189408
S002932,syn827676232
S000082,syn119227014
S002877,syn615485429
S002941,syn740821736
S003245,syn744765711
S000732,syn713605172
S003547,syn132499966
S002447,syn588141090
S002699,syn122780750
S003165,syn676275240
S003694,syn43858574
S002300,syn380697848
S003082,syn713605172
S000021,syn762098171
S000208,syn945733276
S000863,syn876397053
S001785,syn538258190
S001423,syn879159542
S000924,syn379997330
S002351,syn716488109
S001577,syn424237153
S001276,syn618920533
S001640,syn281963934
S002354,syn867062886
S003995,syn412533970
S003030,syn610112696
S001551,syn304426791
S001711,syn967068868
S003637,syn558515636
S002546,syn618920533
S000891,syn880460297
S002413,syn716488109
S001989,syn810603261
S003708,syn773491340
S002921,syn535208374
S000649,syn879159542
S000027,syn229316762
S002191,syn773491340
S000894,syn43858574
S001631,syn482066133
S001274,syn924832520
S000816,syn129359745
S003347,syn924832520
S000690,syn973852119
S000647,syn491006550
S000732,syn867062886
S001557,syn99245905
S000788,syn48637510
S001366,syn264147052
S001471,syn46084590
S003633,syn651555074
S003082,syn867062886
S000473,syn129359745
S000327,syn819089182
S000821,syn126064976
S003963,syn927718245
S000906,syn323036573
S003170,syn996671063
S001395,syn317014174
S000733,syn146998490
S003699,syn833897510
S000247,syn562189408
S003005,syn392346814
S002681,syn713605172
S001537,syn99245905
S002824,syn808426133
S001089,syn238977506
S000021,syn60377238
S001196,syn538258190
S002614,syn183487266
S003001,syn927718245
S002732,syn996671063
S002386,syn46084590
S001695,syn880261732
S000986,syn870132064
S002668,syn880710709
S000328,syn588141090
S001732,syn119227014
S000813,syn953588723
S003136,syn519567299
S000613,syn486054177
S003321,syn931976548
S001614,syn317014174
S003288,syn618920533
S002623,syn996671063
S002749,syn99245905
S002613,syn663081986
S002630,syn380413783
S000938,syn713605172
S000320,syn819089182
S003706,syn6008480
S003170,syn281963934
S001254,syn895607589
S001302,syn888695429
S002434,syn208198434
S003866,syn317014174
S001308,syn840646841
S001174,syn488912777
S000242,syn64820641
S000279,syn17230918
S002247,syn17230918
S001967,syn943463387
S000928,syn762098171
S000937,syn426187220
S003777,syn190526231
S000460,syn454807903
S001819,syn930293477
S000702,syn810603261
S003199,syn509803234
S001508,syn870132064
S000266,syn808426133
S000671,syn867062886
S003227,syn213336690
S000011,syn354251066
S003976,syn836585594
S003962,syn282426039
S000629,syn213336690
S001378,syn217496367
S001589,syn931976548
S001302,syn190526231
S002412,syn412533970
S002430,syn526893539
S003288,syn629187753
S002765,syn571727148
S002005,syn424237153
S003350,syn615485429
S000611,syn610112696
S002341,syn875422781
S002036,syn888695429
S001518,syn543336649
S002227,syn119227014
S001994,syn486054177
S001747,syn482066133
S000662,syn252730023
S000041,syn927973723
S003764,syn252730023
S001431,syn808426133
S003820,syn873750453
S002626,syn519567299
S003796,syn317014174
S003559,syn967068868
S003475,syn81483893
S000663,syn740821736
S000940,syn99245905
S001380,syn810477091
S003983,syn21576382
S003557,syn21576382
S001899,syn716488109
S002581,syn626346633
S002830,syn827676232
S000081,syn840646841
S003970,syn208198434
S001328,syn870132064
S003995,syn64820641
S000578,syn454807903
S001764,syn945733276
S001476,syn717819762
S003873,syn827676232
S000774,syn486054177
S001063,syn535208374
S000966,syn924832520
S000614,syn304663218
S003457,syn834893372
S002078,syn120391366
S001290,syn798682037
S003197,syn208198434
S001155,syn808034218
S002265,syn81483893
S001166,syn491006550
S001402,syn717819762
S000416,syn488912777
S001379,syn880460297
S000760,syn860160242
S001329,syn740821736
S001891,syn945733276
S003715,syn716488109
S002611,syn412533970
S001993,syn943463387
S003974,syn519567299
S002528,syn523580792
S002476,syn43858574
S003290,syn927718245
S003088,syn674034943
S003593,syn967068868
S002773,syn880710709
S001693,syn535208374
S002703,syn523580792
S000892,syn380697848
S000178,syn527741361
S000264,syn558515636
S002419,syn996671063
S003642,syn615485429
S003589,syn888695429
S002447,syn523568738
S003339,syn651555074
S001769,syn880460297
S003187,syn610112696
S003072,syn880460297
S002168,syn282426039
S003612,syn412533970
S002936,syn973852119
S000021,syn663081986
S003894,syn229316762
S003403,syn482066133
S000241,syn873750453
S002567,syn6008480
S003539,syn809951133
S001797,syn571727148
S003209,syn713605172
S003111,syn888695429
S003212,syn46084590
S000364,syn808034218
S000710,syn412533970
S000471,syn810603261
S000498,syn681237235
S000913,syn229316762
S003066,syn422400288
S000571,syn716488109
S002269,syn943463387
S000806,syn519567299
S001183,syn264147052
S000057,syn454807903
S001062,syn509803234
S003659,syn860160242
S003090,syn209471754
S003434,syn482066133
S003930,syn588141090
S001858,syn264147052
S001021,syn621444822
S002762,syn943463387
S001029,syn322646040
S001594,syn674034943
S000090,syn486054177
S003717,syn132499966
S002473,syn943463387
S001338,syn217496367
S003144,syn526893539
S002672,syn281963934
S000272,syn86883121
S000887,syn519567299
S003906,syn86883121
S001162,syn833897510
S000810,syn610112696
S000945,syn870132064
S002366,syn48637510
S001467,syn81483893
S002080,syn21576382
S002980,syn238977506
S003095,syn491019087
S003106,syn773491340
S000214,syn146998490
S001606,syn216069765
S003787,syn205773896
S000340,syn810603261
S000829,syn924832520
S001001,syn810603261
S002179,syn943463387
S002183,syn615485429
S000862,syn713605172
S003931,syn819089182
S002608,syn588141090
S000960,syn217496367
S000890,syn876397053
S000041,syn610112696
S001706,syn488912777
S000046,syn229316762
S001286,syn717819762
S001544,syn996671063
S001600,syn491019087
S002161,syn663081986
S000223,syn945733276
S003793,syn538258190
S002378,syn509803234
S000271,syn973852119
S001644,syn122780750
S003161,syn317014174
S002037,syn717819762
S001582,syn380697848
S000661,syn526893539
S000429,syn588141090
S003534,syn486054177
S000533,syn379422228
S003569,syn930293477
S001098,syn809951133
S001948,syn491006550
S000910,syn713605172
S003366,syn317014174
S002965,syn760366319
S001897,syn713605172
S001874,syn762098171
S003519,syn129359745
S000336,syn229316762
S000389,syn323036573
S003459,syn943463387
S002283,syn62119471
S000334,syn943463387
S003348,syn834893372
S000289,syn880261732
S003392,syn126064976
S002106,syn880460297
S000389,syn392346814
S001101,syn535208374
S000232,syn808426133
S002202,syn323036573
S002284,syn773491340
S000789,syn120391366
S003359,syn808034218
S003699,syn229316762
S002779,syn190526231
S003117,syn152639717
S000941,syn740821736
S001474,syn716488109
S001489,syn836585594
S003512,syn491019087
S003681,syn713605172
S003097,syn714325209
S003926,syn229316762
S001118,syn611994664
S000582,syn426187220
S002396,syn827676232
S003806,syn834893372
S000975,syn412533970
S000644,syn990399217
S001931,syn46084590
S002218,syn716488109
S002793,syn486054177
S003883,syn64820641
S002754,syn146998490
S003963,syn424237153
S003236,syn107328009
S003981,syn558515636
S001413,syn208711798
S001194,syn888695429
S001023,syn60377238
S003646,syn509803234
S002955,syn209471754
S000136,syn352051342
S001894,syn967068868
S000318,syn809951133
S000405,syn782901023
S002168,syn236267250
S002974,syn860160242
S003911,syn126064976
S000236,syn674034943
S001293,syn519567299
S002197,syn527741361
S002593,syn598537434
S001495,syn287377898
S000613,syn380697848
S002197,syn526893539
S003277,syn380413783
S001292,syn931976548
S003194,syn558515636
S000449,syn881727684
S003486,syn6008480
S002118,syn17230918
S003148,syn519567299
S001825,syn304663218
S003062,syn209471754
S001694,syn46084590
S002971,syn509803234
S001182,syn945733276
S000492,syn663081986
S002648,syn967068868
S003620,syn599442082
S001642,syn836585594
S001591,syn651555074
S000239,syn126064976
S000055,syn188403573
S003776,syn292481115
S001874,syn188403573
S003694,syn618920533
S000252,syn132499966
S001805,syn294811945
S000018,syn833897510
S003811,syn322646040
S000547,syn519567299
S001950,syn126064976
S000029,syn713605172
S001242,syn629187753
S003503,syn322646040
S003385,syn304663218
S000468,syn611915666
S000906,syn48637510
S002467,syn967068868
S001204,syn107328009
S002070,syn142850997
S000621,syn924832520
S001519,syn538258190
S001750,syn422400288
S000517,syn129359745
S002534,syn213336690
S001715,syn931976548
S001116,syn491019087
S000353,syn588141090
S002672,syn895607589
S002483,syn615485429
S002464,syn615485429
S002969,syn714325209
S003595,syn412533970
S003918,syn827676232
S003659,syn674034943
S002393,syn64820641
S003029,syn209471754
S003432,syn156525356
S000285,syn282426039
S001571,syn523580792
S003207,syn491019087
S001488,syn412533970
S001979,syn880261732
S001779,syn671278772
S003883,syn986457713
S000300,syn424237153
S001065,syn281963934
S002392,syn317014174
S000985,syn562189408
S001938,syn714325209
S000525,syn209471754
S002744,syn880261732
S001471,syn422400288
S001895,syn380697848
S002658,syn827676232
S003690,syn526893539
S001756,syn422400288
S002378,syn543336649
S003518,syn973852119
S000339,syn945733276
S001706,syn170357222
S002514,syn190526231
S003727,syn819089182
S001138,syn895607589
S002185,syn836585594
S000188,syn650265398
S002621,syn80654178
S000102,syn209471754
S003573,syn943463387
S001122,syn190526231
S003501,syn323036573
S003419,syn43858574
S003010,syn48637510
S003654,syn352051342
S002000,syn43858574
S002465,syn860160242
S003483,syn562189408
S002349,syn671278772
S002698,syn651555074
S002626,syn380413783
S002128,syn809951133
S002421,syn335519855
S001901,syn264147052
S000874,syn281963934
S003056,syn43858574
S001720,syn335519855
S001498,syn880261732
S003897,syn317014174
S003743,syn486054177
S002860,syn714325209
S003703,syn264147052
S002883,syn867062886
S000001,syn626346633
