subject_id,syn_id
S000762,syn896380841
S003622,syn519776373
S001004,syn226786922
S002690,syn878891873
S000147,syn200749160
S000660,syn898314831
S003091,syn650824500
S002103,syn852492439
S001075,syn315148170
S000831,syn650824500
S001564,syn510174578
S002068,syn795210779
S002995,syn821188945
S001985,syn476024818
S000299,syn784452917
S003323,syn422815685
S001875,syn521353155
S000209,syn165953003
S002626,syn773123906
S003210,syn222771160
S000775,syn682650612
S003924,syn465896766
S001166,syn761759899
S002671,syn212948477
S000788,syn820706658
S000798,syn178530906
S003515,syn315148170
S001784,syn864032811
S002033,syn510846406
S000273,syn178530906
S002924,syn713095616
S000808,syn39572970
S000632,syn745747195
S001369,syn52339561
S003825,syn573187194
S002308,syn13794452
S000347,syn255414897
S001163,syn574810382
S000606,syn329244606
S003801,syn763350687
S001035,syn11290332
S001316,syn275129474
S004000,syn759126195
S001349,syn200749160
S001601,syn386295644
S003745,syn864032811
S003937,syn549026350
S001354,syn818642383
S000325,syn362679751
S001780,syn510846406
S003249,syn255414897
S002922,syn611859400
S003494,syn275129474
S003674,syn763350687
S000624,syn677200747
S001444,syn896380841
S002340,syn653567459
S001402,syn885477184
S002520,syn818642383
S001529,syn226786922
S003738,syn524418968
S003216,syn339055170
S003438,syn382357026
S002817,syn897588732
S002509,syn669307825
S001439,syn370340857
S002914,syn525749553
S000828,syn61392471
S003964,syn881389892
S002318,syn107149444
S000370,syn896380841
S001011,syn894803938
S002055,syn210520442
S000135,syn54960973
S002794,syn864032811
S001178,syn9554316
S003827,syn574810382
S002316,syn111589964
S001980,syn368844399
S002046,syn355443746
S000840,syn329244606
S000989,syn658095276
S000942,syn773749910
S001945,syn248518088
S002117,syn115090374
S002885,syn270615585
S002923,syn226786922
S001058,syn492483613
S000238,syn677200747
S003080,syn710946306
S002742,syn19929133
S000072,syn731081146
S003491,syn573187194
S001504,syn685675787
S002388,syn438180269
S001761,syn255414897
S000917,syn54960973
S003450,syn222920566
S000433,syn826383418
S002442,syn685675787
S003611,syn745747195
S000984,syn904837963
S000169,syn362278745
S003572,syn871132644
S000786,syn17981540
S001552,syn713095616
S001937,syn392180233
S003533,syn713095616
S003967,syn725814965
S000233,syn554343096
S001479,syn582206816
S000562,syn232108991
S000137,syn80706835
S000239,syn731081146
S001142,syn885477184
S001346,syn39572970
S002548,syn878891873
S003470,syn275129474
S001842,syn898314831
S000963,syn679342265
S001477,syn843447402
S003080,syn368844399
S001408,syn784452917
S001028,syn560855644
S002783,syn389765614
S001259,syn564266158
S000212,syn178530906
S003011,syn198279311
S000154,syn620177642
S000686,syn872991094
S002431,syn864032811
S003949,syn204162849
S001116,syn182860153
S001348,syn510846406
S001386,syn652039583
S002155,syn280745237
S002375,syn684156644
S000418,syn204162849
S002739,syn784452917
S000810,syn117581361
S003812,syn422306658
S002766,syn658839463
S003078,syn115090374
S002925,syn368844399
S000514,syn560855644
S000856,syn362278745
S003739,syn102730231
S000780,syn676935649
S000223,syn226786922
S000173,syn395480913
S000107,syn652039583
S002182,syn878891873
S001883,syn382357026
S002413,syn48387160
S002795,syn894803938
S003478,syn329244606
S001349,syn692686039
S000805,syn525749553
S003456,syn972050876
S003448,syn189010115
S002055,syn111589964
S000042,syn178530906
S003298,syn165953003
S003042,syn524418968
S003522,syn961815312
S002205,syn212948477
S003106,syn713095616
S003236,syn368844399
S001649,syn163051236
S001038,syn650824500
S003159,syn682650612
S000321,syn163051236
S001075,syn414961289
S000055,syn476938121
S001137,syn525749553
S001474,syn230158287
S003818,syn13794452
S001562,syn795210779
S003804,syn462639179
S002713,syn163051236
S002472,syn226786922
S002848,syn517340829
S003700,syn961815312
S001650,syn382967104
S001559,syn725814965
S001782,syn708798452
S002017,syn573187194
S001975,syn896380841
S001910,syn107149444
S003127,syn395480913
S001718,syn226786922
S002908,syn422683476
S003337,syn653567459
S000560,syn773749910
S001302,syn376407722
S001964,syn13794452
S000842,syn582206816
S001394,syn223005448
S001023,syn525749553
S001419,syn485741520
S001132,syn333939029
S002143,syn283773600
S001711,syn679342265
S000767,syn356383124
S000209,syn14886675
S001686,syn763350687
S002640,syn574810382
S003336,syn39572970
S003369,syn653567459
S003085,syn163051236
S001568,syn658839463
S002351,syn270615585
S003447,syn881389892
S002458,syn896380841
S002900,syn426779033
S001186,syn713095616
S001874,syn392180233
S002895,syn17981540
S001621,syn658095276
S001631,syn868811069
S002569,syn392180233
S002213,syn885477184
S000961,syn705364323
S003293,syn864032811
S000721,syn111589964
S000554,syn61392471
S002331,syn115090374
S000270,syn17981540
S000910,syn658095276
S000978,syn567328493
S002511,syn745747195
S003742,syn389765614
S003752,syn708798452
S001035,syn403730954
S001249,syn676935649
S000812,syn14886675
S000235,syn592986638
S000705,syn878891873
S003538,syn677200747
S003374,syn174839683
S000573,syn465896766
S001008,syn48387160
S003794,syn17981540
S000911,syn166189584
S002397,syn821188945
S000183,syn320565693
S003631,syn298940330
S002073,syn182860153
S001522,syn754301386
S001775,syn799111714
S003723,syn783386267
S002201,syn677200747
S002316,syn107838062
S003043,syn745747195
S003934,syn91116210
S000554,syn422683476
S003121,syn795210779
S001622,syn382967104
S003879,syn676935649
S002258,syn592986638
S002972,syn476024818
S002006,syn692686039
S002150,syn620716091
S000256,syn182860153
S003915,syn745747195
S000177,syn759126195
S001779,syn372776986
S003692,syn650824500
S003626,syn853127774
S000585,syn111589964
S000542,syn638633477
S002143,syn356383124
S000587,syn143639655
S002348,syn944168567
S003368,syn675419655
S003890,syn820706658
S000339,syn676935649
S000345,syn223005448
S000936,syn61392471
S003401,syn641368970
S001935,syn864032811
S001520,syn315148170
S001472,syn574810382
S000223,syn754301386
S003933,syn685675787
S002043,syn200749160
S002358,syn80571213
S001992,syn354527121
S003795,syn617179034
S002820,syn52339561
S001805,syn539467037
S001754,syn17981540
S003217,syn894803938
S002854,syn898314831
S001101,syn763350687
S001813,syn620716091
S002656,syn745747195
S002644,syn449821553
S003692,syn868811069
S001000,syn717725222
S003786,syn230158287
S001089,syn320565693
S002443,syn864032811
S003815,syn309951247
S003707,syn168653082
S001595,syn710946306
S001717,syn426779033
S002756,syn198279311
S002076,syn560855644
S003268,syn525749553
S003197,syn560855644
S002358,syn91116210
S003417,syn438180269
S003876,syn198279311
S000340,syn802807325
S001026,syn567328493
S000719,syn198279311
S001589,syn647553105
S002281,syn560855644
S002049,syn80571213
S003431,syn713095616
S002997,syn843447402
S001377,syn476938121
S000622,syn222920566
S003677,syn692686039
S001962,syn761759899
S001490,syn80706835
S000208,syn19929133
S001623,syn617179034
S003300,syn862438378
S002205,syn592986638
S002684,syn166189584
S000708,syn705364323
S002639,syn607604904
S002930,syn376407722
S002581,syn422683476
S001699,syn843447402
S001281,syn896380841
S001390,syn232108991
S003933,syn17981540
S002279,syn460677235
S000723,syn710946306
S001848,syn872991094
S000831,syn784452917
S000240,syn80571213
S003534,syn14886675
S001399,syn17981540
S002993,syn163051236
S002769,syn802807325
S000239,syn676935649
S002814,syn519776373
S001885,syn485741520
S003026,syn168653082
S003991,syn573187194
S001976,syn525749553
S003570,syn111589964
S001642,syn763350687
S003041,syn871132644
S002496,syn676935649
S001225,syn389765614
S003343,syn826383418
S002662,syn362278745
S000450,syn115090374
S003783,syn510174578
S000975,syn166189584
S000677,syn898314831
S003672,syn222920566
S000385,syn881389892
S000812,syn309951247
S002834,syn54960973
S002281,syn80706835
S000176,syn476024818
S002386,syn111589964
S000806,syn275129474
S000785,syn822285301
S003828,syn885477184
S000904,syn407478098
S001162,syn713095616
S001964,syn682650612
S003572,syn91116210
S000040,syn898314831
S002007,syn560855644
S002134,syn941081585
S002330,syn677200747
S002729,syn784452917
S002993,syn810842422
S000948,syn517340829
S003916,syn210513556
S002227,syn735454461
S002280,syn894803938
S000555,syn677200747
S001441,syn499516933
S003659,syn862438378
S003713,syn871132644
S003766,syn395480913
S002235,syn95050793
S002343,syn524418968
S003310,syn407478098
S000388,syn862438378
S003502,syn682650612
S000136,syn521353155
S002677,syn39572970
S000381,syn525749553
S003580,syn449821553
S001506,syn204162849
S000888,syn354527121
S000409,syn885477184
S003658,syn510846406
S001516,syn255414897
S001095,syn692686039
S002576,syn232108991
S000833,syn871132644
S003978,syn382357026
S000719,syn462639179
S002453,syn465896766
S000414,syn178530906
S000453,syn582206816
S000704,syn894803938
S001532,syn731081146
S002778,syn961815312
S002338,syn822285301
S000575,syn961815312
S000381,syn203520206
S002107,syn19929133
S001500,syn111589964
S001320,syn713095616
S000319,syn165953003
S000784,syn677200747
S002450,syn494900912
S003387,syn650824500
S000218,syn99742279
S003462,syn17981540
S000065,syn754301386
S003748,syn521353155
S002754,syn853127774
S001946,syn54960973
S000040,syn795210779
S003730,syn254659177
S000971,syn517340829
S002243,syn449821553
S002215,syn554343096
S003297,syn422306658
S002061,syn131769661
S001934,syn864032811
S000500,syn223005448
S003266,syn684156644
S001722,syn966519586
S002188,syn283773600
S001434,syn620177642
S003809,syn13794452
S001631,syn871132644
S001177,syn611859400
S001004,syn872991094
S000108,syn521353155
S003169,syn370340857
S002585,syn362278745
S000730,syn657600942
S001419,syn55588410
S000650,syn783386267
S002985,syn620716091
S001058,syn677200747
S000496,syn178530906
S003791,syn692686039
S001577,syn658839463
S001136,syn13794452
S002414,syn810842422
S000564,syn566711844
S002011,syn111589964
S003375,syn226786922
S003800,syn407478098
S002194,syn885477184
S002189,syn820706658
S001419,syn676935649
S001369,syn198279311
S003150,syn517340829
S002047,syn610330201
S000552,syn900017851
S000689,syn115090374
S002575,syn111589964
S003201,syn494900912
S001459,syn773123906
S002179,syn166189584
S001674,syn658839463
S003752,syn872991094
S003493,syn525749553
S001021,syn447934779
S000379,syn717725222
S003420,syn61392471
S003081,syn717725222
S003160,syn682650612
S000790,syn731081146
S002654,syn658095276
S003676,syn843447402
S002432,syn166189584
S002929,syn95050793
S002638,syn392180233
S001595,syn650824500
S000489,syn39572970
S002855,syn525749553
S002166,syn510174578
S003914,syn524418968
S003472,syn333939029
S000733,syn510174578
S000837,syn759827066
S000193,syn731081146
S002792,syn554343096
S001178,syn356383124
S000569,syn524418968
S001513,syn362679751
S002226,syn853127774
S002616,syn223005448
S001397,syn476024818
S000653,syn745747195
S001272,syn653567459
S003771,syn214755474
S002081,syn560855644
S003802,syn620716091
S000898,syn566711844
S001985,syn13794452
S000627,syn759827066
S001269,syn298940330
S001820,syn54960973
S001191,syn566711844
S000867,syn510174578
S002060,syn783386267
S003269,syn19929133
S002188,syn356383124
S000123,syn897588732
S000235,syn485741520
S000124,syn166189584
S003581,syn225586124
S003242,syn14886675
S001244,syn524418968
S000723,syn650824500
S001439,syn763350687
S003951,syn820706658
S000066,syn573187194
S002223,syn609088340
S003403,syn61392471
S003614,syn13794452
S003498,syn961815312
S001165,syn107149444
S003080,syn871132644
S001296,syn382357026
S001368,syn111589964
S002958,syn362278745
S001155,syn567328493
S000196,syn174839683
S002548,syn566711844
S002941,syn843447402
S002027,syn107838062
S003340,syn315148170
S003000,syn39572970
S002362,syn653567459
S002352,syn115090374
S001251,syn521353155
S001356,syn820706658
S002708,syn356383124
S001637,syn174839683
S003187,syn222920566
S000294,syn525749553
S001689,syn14886675
S002129,syn449821553
S000662,syn607604904
S002236,syn230158287
S003366,syn11290332
S000844,syn80571213
S001390,syn853127774
S001369,syn462639179
S001564,syn476024818
S003531,syn735454461
S001638,syn795210779
S002388,syn17981540
S000206,syn111589964
S000370,syn309951247
S000287,syn178530906
S000123,syn966519586
S003135,syn39572970
S003669,syn230158287
S001387,syn395480913
S001414,syn395480913
S000182,syn653567459
S002234,syn894803938
S002660,syn447934779
S000581,syn650824500
S000869,syn972050876
S003562,syn355443746
S000096,syn476938121
S000977,syn223005448
S003457,syn759827066
S001174,syn864032811
S002620,syn868811069
S002222,syn248705708
S001272,syn871132644
S002438,syn676935649
S002934,syn356383124
S002112,syn198279311
S003478,syn885477184
S002790,syn517340829
S001351,syn677200747
S001540,syn731081146
S001084,syn818642383
S003692,syn784452917
S000204,syn566711844
S000045,syn896380841
S002971,syn878891873
S003240,syn898314831
S002054,syn362278745
S000401,syn102730231
S000768,syn178530906
S002051,syn283773600
S002063,syn972050876
S002860,syn510846406
S000614,syn174839683
S002497,syn752980395
S000892,syn131769661
S001098,syn510174578
S003418,syn761759899
S000793,syn182860153
S003801,syn731081146
S000413,syn650824500
S003654,syn78467775
S003842,syn647553105
S002151,syn117581361
S002867,syn230158287
S000789,syn222771160
S002920,syn822285301
S003697,syn510174578
S002221,syn820706658
S002678,syn759827066
S002390,syn885477184
S002021,syn675419655
S003307,syn944168567
S000446,syn560855644
S003209,syn582206816
S003296,syn564266158
S003632,syn315148170
S000426,syn894803938
S002327,syn754301386
S002914,syn163051236
S001354,syn166189584
S002137,syn356383124
S000829,syn761759899
S003219,syn677200747
S002741,syn617179034
S003210,syn117581361
S002627,syn362679751
S002206,syn784452917
S000867,syn525749553
S002507,syn759827066
S001445,syn223005448
S000253,syn223005448
S003071,syn650824500
S002073,syn872991094
S003799,syn900017851
S000171,syn131769661
S001509,syn283773600
S001611,syn476938121
S001381,syn52339561
S001511,syn19929133
S002283,syn524418968
S000322,syn368844399
S003258,syn499516933
S003481,syn407478098
S002798,syn331800170
S000224,syn370340857
S000649,syn255414897
S001591,syn784452917
S001983,syn566711844
S002903,syn898314831
S002251,syn564266158
S001951,syn329244606
S000030,syn784452917
S001100,syn392180233
S000920,syn524418968
S001528,syn389765614
S003172,syn761759899
S003367,syn91116210
S001140,syn843447402
S002769,syn713095616
S001175,syn872991094
S000824,syn966519586
S003004,syn759126195
S001501,syn222920566
S003934,syn306318497
S003638,syn964983729
S000224,syn795210779
S003606,syn777603042
S001281,syn941081585
S001123,syn620177642
S003989,syn871132644
S002539,syn39572970
S002934,syn214755474
S003941,syn894803938
S001578,syn692686039
S003990,syn494900912
S001300,syn362278745
S002192,syn275129474
S002976,syn222920566
S001345,syn107838062
S001868,syn853127774
S001830,syn204162849
S000511,syn226786922
S001544,syn131769661
S003124,syn822285301
S000361,syn759126195
S003256,syn368844399
S002751,syn115090374
S002437,syn525749553
S002620,syn107149444
S001327,syn567018406
S001883,syn713095616
S003219,syn55588410
S003818,syn773123906
S002859,syn283773600
S001750,syn761759899
S002798,syn376407722
S000864,syn111589964
S001046,syn617179034
S002701,syn713095616
S003367,syn476938121
S003722,syn900017851
S003808,syn198279311
S003431,syn54960973
S000234,syn165953003
S003259,syn881389892
S000743,syn658095276
S000440,syn230158287
S001825,syn961815312
S001452,syn677200747
S001539,syn525749553
S003472,syn165953003
S003809,syn573187194
S003309,syn898314831
S001368,syn107838062
S000726,syn734490648
S003040,syn174839683
S001813,syn362679751
S000060,syn163051236
S001159,syn675419655
S003651,syn713095616
S001318,syn283773600
S000973,syn395480913
S003698,syn17981540
S001835,syn524418968
S002143,syn368844399
S003946,syn382357026
S001939,syn465896766
S002028,syn898314831
S001470,syn789753364
S000021,syn210513556
S003574,syn200749160
S002330,syn864032811
S000505,syn564266158
S002618,syn107838062
S000484,syn117581361
S000456,syn653567459
S000953,syn222920566
S002463,syn331800170
S003172,syn95050793
S002507,syn320565693
S002861,syn210520442
S002409,syn48387160
S000901,syn355443746
S003145,syn111589964
S001584,syn652039583
S000997,syn897588732
S000732,syn210520442
S003407,syn382967104
S003034,syn722358396
S000975,syn451294606
S002886,syn107838062
S000293,syn705364323
S003713,syn944168567
S002997,syn422683476
S002684,syn722358396
S003879,syn900017851
S002077,syn783386267
S000155,syn362679751
S002028,syn370340857
S000059,syn763350687
S000581,syn653567459
S003695,syn731081146
S001162,syn54960973
S002344,syn389765614
S001246,syn382357026
S001559,syn451294606
S003449,syn283773600
S003324,syn752980395
S001434,syn525749553
S001367,syn382967104
S001389,syn309951247
S001133,syn582206816
S002680,syn961815312
S001337,syn91116210
S002031,syn864032811
S002667,syn679342265
S001540,syn885477184
S002860,syn315148170
S001054,syn510174578
S002373,syn650824500
S000892,syn210513556
S000606,syn864032811
S000266,syn372776986
S000279,syn966519586
S000322,syn650824500
S000881,syn754301386
S000364,syn611859400
S002194,syn611859400
S002654,syn204162849
S000619,syn78467775
S001725,syn525749553
S001653,syn297543607
S001787,syn754301386
S002236,syn713095616
S002217,syn679342265
S001695,syn107838062
S002080,syn658095276
S002376,syn80571213
S002980,syn476938121
S003072,syn395480913
S002937,syn826383418
S001947,syn178530906
S003669,syn713095616
S003245,syn200749160
S001926,syn382357026
S002212,syn226786922
S002258,syn676935649
S003485,syn592986638
S001594,syn174839683
S003609,syn39572970
S000108,syn684156644
S000622,syn574810382
S000302,syn574810382
S001509,syn574810382
S000871,syn620716091
S002226,syn226786922
S002013,syn283773600
S001085,syn754301386
S003724,syn582206816
S000959,syn111589964
S001273,syn685675787
S001782,syn372776986
S002147,syn731081146
S000116,syn232108991
S002522,syn799111714
S003184,syn462639179
S000504,syn14886675
S002100,syn784452917
S001487,syn759126195
S000934,syn620716091
S002758,syn900017851
S000983,syn653567459
S002895,syn19929133
S003238,syn679342265
S002890,syn155930791
S002190,syn223005448
S000202,syn320565693
S002607,syn39572970
S003346,syn705364323
S002698,syn525749553
S001560,syn759126195
S000741,syn650824500
S000359,syn877576714
S003524,syn641368970
S003345,syn298940330
S001186,syn652039583
S000021,syn676935649
S002736,syn685675787
S000692,syn810842422
S003338,syn462639179
S000931,syn230158287
S001284,syn567328493
S002201,syn11290332
S002709,syn966519586
S000096,syn609088340
S000007,syn759126195
S001520,syn620716091
S003909,syn821188945
S002550,syn368844399
S003955,syn80571213
S001230,syn894803938
S002660,syn115090374
S002091,syn560855644
S003539,syn356383124
S003602,syn465896766
S002450,syn422815685
S001415,syn449821553
S001544,syn210513556
S000083,syn163051236
S003003,syn560855644
S003951,syn223005448
S002264,syn972050876
S002755,syn620716091
S003824,syn255414897
S003624,syn180695657
S003911,syn95050793
S001876,syn864032811
S002618,syn564266158
S003544,syn517340829
S002481,syn356383124
S001596,syn275129474
S000755,syn572055387
S001233,syn843447402
S003371,syn725814965
S000558,syn822285301
S001562,syn168653082
S001585,syn843447402
S000388,syn210520442
S000931,syn499516933
S001335,syn799111714
S001624,syn449821553
S002205,syn676935649
S002657,syn827698875
S003943,syn438180269
S001473,syn510846406
S003484,syn210520442
S002867,syn872991094
S001753,syn702140053
S001890,syn818642383
S000794,syn810842422
S002892,syn941081585
S003472,syn14886675
S001867,syn476024818
S000027,syn871132644
S000222,syn80571213
S003544,syn426779033
S000186,syn745747195
S003164,syn710946306
S002498,syn898314831
S003678,syn658839463
S000892,syn676935649
S001088,syn226786922
S001181,syn182860153
S002869,syn525299028
S003826,syn283773600
S001145,syn679342265
S000288,syn569189161
S003971,syn871132644
S000841,syn395480913
S003926,syn163051236
S002677,syn174839683
S000514,syn878891873
S003188,syn492483613
S003446,syn11290332
S000250,syn80571213
S003783,syn476024818
S000041,syn465896766
S001593,syn368844399
S003407,syn370340857
S001754,syn19929133
S002993,syn692686039
S003937,syn878891873
S002226,syn802807325
S001077,syn878891873
S002060,syn658839463
S002301,syn297543607
S002045,syn676935649
S003444,syn462639179
S002601,syn761759899
S003665,syn799111714
S001611,syn609088340
S003676,syn422683476
S002200,syn710946306
S000345,syn17981540
S003421,syn223005448
S002093,syn298940330
S000078,syn189009801
S001634,syn368844399
S003759,syn898314831
S003790,syn354527121
S001282,syn226786922
S000767,syn270615585
S000427,syn843447402
S000125,syn255414897
S002246,syn572055387
S002658,syn853127774
S001028,syn320565693
S000988,syn826383418
S000165,syn795210779
S001836,syn182860153
S001848,syn652039583
S001934,syn647553105
S001679,syn521353155
S002177,syn941081585
S002212,syn754301386
S001181,syn802807325
S003828,syn11290332
S002498,syn795210779
S000158,syn761759899
S002770,syn382967104
S002216,syn885477184
S002881,syn54960973
S003220,syn389765614
S001562,syn329244606
S001657,syn9554316
S002848,syn759126195
S001416,syn330275649
S003525,syn438180269
S000726,syn95050793
S001710,syn763350687
S002323,syn872991094
S001691,syn759126195
S003524,syn647553105
S001165,syn476938121
S001087,syn524418968
S003763,syn658839463
S002158,syn447934779
S002486,syn320565693
S001674,syn39572970
S000294,syn476024818
S003935,syn370340857
S001169,syn407478098
S001949,syn222920566
S000703,syn677200747
S002544,syn362278745
S003367,syn223005448
S002343,syn878891873
S002837,syn510174578
S000933,syn525749553
S000691,syn685675787
S002914,syn13794452
S002201,syn641368970
S001441,syn54960973
S001120,syn382357026
S000136,syn356383124
S002627,syn102730231
S002162,syn182860153
S001342,syn658095276
S001489,syn567018406
S003414,syn574810382
S001237,syn91116210
S001926,syn182860153
S002830,syn710946306
S000387,syn356383124
S002946,syn200749160
S002668,syn39572970
S003404,syn165953003
S001657,syn222920566
S000001,syn111589964
S002368,syn966519586
S001945,syn705364323
S003191,syn898314831
S002503,syn843447402
S000686,syn52339561
S000615,syn255414897
S001755,syn569189161
S000754,syn499516933
S003875,syn283773600
S002035,syn864032811
S003898,syn710946306
S002624,syn897588732
S003466,syn395480913
S003814,syn652039583
S002983,syn944168567
S001324,syn853127774
S000179,syn669307825
S001220,syn254659177
S002074,syn107838062
S000549,syn198279311
S003631,syn898314831
S000193,syn864032811
S002190,syn438180269
S003647,syn713095616
S003838,syn510846406
S000380,syn617179034
S001151,syn230158287
S002608,syn225586124
S000807,syn210513556
S001580,syn182860153
S000671,syn705364323
S000797,syn763350687
S002076,syn759827066
S000003,syn897588732
S000609,syn61392471
S002268,syn462639179
S000927,syn572055387
S001527,syn773123906
S003110,syn254659177
S002899,syn843447402
S003385,syn117581361
S001518,syn822285301
S002836,syn843447402
S000766,syn465896766
S003866,syn212948477
S003476,syn826383418
S003003,syn115090374
S003075,syn773123906
S001804,syn392180233
S002598,syn783386267
S000839,syn821188945
S001347,syn91116210
S003274,syn182860153
S003286,syn407478098
S002830,syn368844399
S000741,syn653567459
S002003,syn843447402
S002203,syn761759899
S000204,syn574810382
S000214,syn853127774
S001465,syn91116210
S000675,syn894803938
S001293,syn222771160
S001085,syn217678569
S001521,syn773862134
S001697,syn117581361
S003898,syn368844399
S002839,syn283773600
S003456,syn658839463
S000626,syn517340829
S003259,syn658839463
S001990,syn754301386
S000474,syn763350687
S001186,syn395480913
S002359,syn368844399
S001969,syn254659177
S002502,syn822285301
S000635,syn843447402
S000719,syn200749160
S000761,syn897588732
S001890,syn210520442
S001519,syn864032811
S001461,syn653567459
S003225,syn382357026
S000756,syn309951247
S003597,syn617179034
S001970,syn17981540
S002192,syn333939029
S003487,syn658839463
S000250,syn894803938
S000752,syn710946306
S000409,syn66846204
S001075,syn735454461
S001467,syn862438378
S002443,syn510846406
S003628,syn938723087
S001268,syn972050876
S002448,syn620716091
S002770,syn898314831
S002371,syn222771160
S000968,syn567018406
S000312,syn705364323
S003513,syn320565693
S003598,syn356383124
S003405,syn95050793
S003724,syn107149444
S001039,syn465896766
S001081,syn210520442
S002578,syn885477184
S001431,syn370340857
S002500,syn843447402
S000068,syn885477184
S000036,syn275129474
S001766,syn954252929
S000560,syn717725222
S002459,syn298940330
S000506,syn330520840
S000848,syn9554316
S003753,syn773862134
S000412,syn166189584
S002158,syn560855644
S003996,syn392180233
S000885,syn230158287
S003397,syn255414897
S003638,syn783386267
S003451,syn567018406
S002373,syn784452917
S001296,syn872991094
S001926,syn230158287
S003346,syn862438378
S002757,syn368844399
S001581,syn898314831
S002123,syn731081146
S001642,syn885477184
S002612,syn799111714
S003171,syn822285301
S000812,syn843447402
S003817,syn872991094
S000166,syn225586124
S001747,syn180695657
S003679,syn111589964
S002807,syn376407722
S001477,syn293353979
S000159,syn878891873
S000619,syn510846406
S001064,syn843447402
S001904,syn820706658
S002398,syn878891873
S002369,syn11290332
S002978,syn438180269
S001868,syn754301386
S003018,syn376407722
S001307,syn525749553
S003182,syn675419655
S000538,syn80706835
S001050,syn521353155
S002823,syn961815312
S000525,syn853127774
S003305,syn676935649
S001968,syn682650612
S001612,syn61392471
S000188,syn14886675
