subject_id,syn_id
S001690,syn853713888
S000810,syn66640925
S003659,syn142525917
S003486,syn290543445
S002461,syn662499569
S002047,syn315725153
S001851,syn66640925
S001868,syn709023039
S003120,syn14203119
S002915,syn104736740
S002753,syn860761936
S001781,syn799106622
S001200,syn430476831
S001674,syn310680197
S001371,syn777615583
S003871,syn777615583
S000285,syn165864104
S000413,syn175155356
S002689,syn860761936
S003304,syn232265453
S002054,syn348622918
S001528,syn39911804
S000179,syn430436467
S003041,syn922994539
S002045,syn573794653
S000813,syn289104741
S001956,syn257950844
S002373,syn626742344
S002287,syn709023039
S001022,syn298077441
S001593,syn678243734
S003380,syn877811994
S002276,syn99814029
S002312,syn270195421
S003046,syn774981216
S003366,syn516850916
S003898,syn533561110
S000360,syn66640925
S000845,syn608226598
S001092,syn870439805
S003680,syn842634051
S003072,syn922410369
S003696,syn564677542
S001637,syn512779885
S002854,syn397005441
S002686,syn777615583
S000956,syn433253815
S003552,syn922410369
S003935,syn251852019
S001542,syn945369067
S002395,syn609306120
S001446,syn439678771
S000720,syn564677542
S003492,syn681614356
S002077,syn265406488
S003655,syn433253815
S001844,syn73546848
S003519,syn522625415
S001336,syn298077441
S001543,syn471994058
S003434,syn557314924
S001256,syn774981216
S003805,syn251852019
S000540,syn190343969
S001038,syn592017771
S002710,syn533561110
S001095,syn425341745
S000198,syn379226076
S001792,syn67657224
S002772,syn115114598
S000897,syn21623920
S001371,syn115797235
S000622,syn123807782
S000947,syn780683722
S002437,syn861411837
S000407,syn298077441
S003743,syn28261862
S002664,syn232265453
S001985,syn459011213
S001486,syn71255630
S001984,syn265406488
S003071,syn275430230
S001320,syn433253815
S000237,syn4695779
S002325,syn557314924
S001134,syn474513560
S001659,syn672650671
S002921,syn369435966
S000196,syn724783583
S001268,syn533561110
S002650,syn120175368
S003442,syn561104920
S002553,syn25432723
S003165,syn679319333
S003723,syn66640925
S003384,syn99814029
S002407,syn522625415
S003028,syn257950844
S002801,syn860761936
S000747,syn251852019
S003275,syn694486825
S002477,syn679319333
S001956,syn881092684
S003910,syn522625415
S002720,syn985572377
S000075,syn891306476
S003988,syn431517063
S000654,syn756864264
S000515,syn533561110
S003722,syn428250032
S000698,syn626742344
S002553,syn21623920
S002685,syn278653626
S003403,syn430436467
S002316,syn587316381
S001626,syn99814029
S002498,syn66640925
S000196,syn536985378
S003917,syn942606133
S000616,syn567207460
S002725,syn620135760
S001355,syn120175368
S000083,syn212001900
S001643,syn799106622
S000494,syn899791266
S000597,syn111314999
S000175,syn851448085
S000262,syn573794653
S000713,syn922410369
S000874,syn851448085
S002011,syn896931488
S000267,syn22951113
S000393,syn654167011
S003133,syn756864264
S000117,syn567207460
S001292,syn799106622
S000009,syn886020020
S001789,syn251852019
S000829,syn978100380
S002535,syn985572377
S001862,syn701516666
S002898,syn533561110
S003067,syn592017771
S002056,syn608226598
S001861,syn459011213
S003389,syn626742344
S001229,syn557314924
S003790,syn369435966
S003649,syn621809556
S003835,syn251852019
S003793,syn340950169
S000887,syn104736740
S003002,syn60739719
S000685,syn870439805
S003360,syn522625415
S003121,syn4206174
S003981,syn459011213
S000541,syn430476831
S000158,syn298077441
S003436,syn777615583
S001018,syn672650671
S001081,syn393017693
S002840,syn250553677
S003411,syn26309122
S003739,syn64811932
S003445,syn654167011
S002471,syn522625415
S002214,syn620135760
S001651,syn281316407
S002173,syn707944697
S003372,syn707944697
S003242,syn401191275
S002462,syn99814029
S003164,syn608226598
S001824,syn587316381
S003720,syn326966311
S002569,syn870439805
S003768,syn265406488
S002745,syn326966311
S000635,syn557314924
S001533,syn844194719
S003594,syn620135760
S002313,syn142525917
S001394,syn371193452
S001433,syn214397702
S000722,syn694486825
S003346,syn289104741
S000190,syn377983136
S000409,syn355486920
S002198,syn755081718
S001864,syn393017693
S002452,syn15111177
S001463,syn586260899
S000989,syn678243734
S000512,syn845734643
S001582,syn318698328
S000109,syn654167011
S002156,syn290543445
S000995,syn66640925
S001624,syn290543445
S001969,syn496113669
S001415,syn567207460
S000507,syn945369067
S002780,syn4695779
S002230,syn941141334
S003586,syn609306120
S003326,syn65346725
S002940,syn886020020
S001538,syn238168181
S002732,syn459011213
S002366,syn232825486
S001678,syn142525917
S000806,syn985572377
S000242,syn870439805
S001406,syn65346725
S002321,syn425341745
S002562,syn379758911
S003699,syn794683414
S001462,syn142525917
S001759,syn4695779
S000578,syn377983136
S003462,syn101891993
S003742,syn71255630
S000543,syn941141334
S000939,syn474513560
S002680,syn348622918
S002060,syn707944697
S002528,syn104736740
S000376,syn369435966
S003742,syn609306120
S002274,syn799106622
S001542,syn675233522
S000748,syn471994058
S001412,syn797177355
S003262,syn672650671
S002424,syn755081718
S002846,syn428250032
S001854,syn794683414
S001074,syn610724406
S002948,syn941141334
S002918,syn278653626
S003026,syn428250032
S001819,syn512779885
S001277,syn425341745
S003615,syn28261862
S000956,syn797177355
S003421,syn73546848
S000870,syn533561110
S000434,syn620135760
S002039,syn637462319
S000577,syn640921537
S002345,syn788411439
S003385,syn937788890
S002077,syn620135760
S000880,syn232265453
S002490,syn99814029
S001029,syn672650671
S002609,syn815886180
S000383,syn39911804
S002121,syn662499569
S003993,syn238168181
S003577,syn899791266
S002906,syn861411837
S003797,syn557314924
S001068,syn587316381
S000728,syn317711829
S002860,syn459011213
S002997,syn755081718
S002049,syn104736740
S002300,syn851448085
S001264,syn270195421
S002050,syn14203119
S003202,syn516850916
S000548,syn104736740
S002252,syn143604462
S001968,syn140833463
S000957,syn81860846
S002098,syn928026481
S002223,syn942606133
S003560,syn533561110
S001865,syn678243734
S002992,syn25432723
S003139,syn431517063
S001719,syn557314924
S001303,syn533561110
S001175,syn115114598
S000393,syn777615583
S000822,syn39911804
S003521,syn104736740
S002735,syn66640925
S001825,syn600550309
S003000,syn899791266
S000571,syn123807782
S001477,syn239885340
S001427,syn717448716
S001289,syn587316381
S002201,syn886020020
S003019,syn777615583
S003753,syn561104920
S000777,syn393017693
S000581,syn592017771
S002043,syn564677542
S003617,syn67657224
S000977,syn214397702
S002299,syn587316381
S002611,syn891306476
S001782,syn815886180
S000142,syn839870193
S000707,syn393017693
S000857,syn522625415
S003723,syn623628107
S002514,syn22951113
S002673,syn620135760
S002910,syn143604462
S000719,syn707391274
S003923,syn140833463
S000601,syn430476831
S002301,syn60739719
S000404,syn557314924
S000340,syn985572377
S003157,syn945369067
S002738,syn257950844
S000108,syn285178329
S001904,syn672650671
S002680,syn881092684
S002528,syn860761936
S002863,syn621809556
S000637,syn512779885
S000875,syn886020020
S001448,syn134954351
S002127,syn14203119
S002470,syn621555859
S001084,syn348622918
S003234,syn500193133
S001843,syn608226598
S002710,syn621809556
S000078,syn428250032
S001468,syn842634051
S003427,syn518087813
S000320,syn655657842
S001887,syn298077441
S001984,syn14203119
S000765,syn228058204
S003579,syn143604462
S002311,syn65346725
S001837,syn326966311
S002617,syn851448085
S001443,syn377983136
S003202,syn675233522
S000155,syn22951113
S000780,syn343519026
S000034,syn922994539
S001609,syn707944697
S001476,syn73546848
S001785,syn67657224
S002942,syn142525917
S001335,syn205256887
S003566,syn22951113
S000956,syn120175368
S000632,syn896931488
S001268,syn621809556
S001877,syn773921086
S001371,syn120175368
S001915,syn572631403
S003174,syn870439805
S003679,syn143604462
S000226,syn212568791
S003448,syn797177355
S001585,syn65346725
S001473,syn190343969
S001180,syn123807782
S003739,syn60739719
S002419,syn872268375
S003554,syn608226598
S003621,syn66640925
S003063,syn471994058
S001245,syn620135760
S000981,syn941141334
S000993,syn518087813
S002161,syn916043720
S002546,syn348622918
S001705,syn628681688
S002383,syn561104920
S003878,syn877811994
S003061,syn877811994
S003256,syn385837097
S001369,syn425341745
S000888,syn567207460
S000468,syn377983136
S002336,syn298077441
S001900,syn797177355
S003064,syn123807782
S003479,syn143604462
S001197,syn709023039
S002998,syn101891993
S001714,syn978100380
S002491,syn123807782
S002822,syn500193133
S001660,syn14203119
S001659,syn92900227
S001025,syn799106622
S000456,syn371193452
S000811,syn64811932
S000691,syn66640925
S002568,syn289104741
S000664,syn672650671
S002791,syn25432723
S001585,syn942606133
S003164,syn281316407
S002659,syn939720156
S003355,syn232825486
S000473,syn851448085
S002218,syn265406488
S000382,syn707391274
S002875,syn120175368
S003088,syn788411439
S002419,syn533561110
S000325,syn608226598
S002829,syn707391274
S003483,syn815886180
S001757,syn707944697
S002110,syn861979990
S003406,syn175155356
S001549,syn734819849
S003671,syn609306120
S003346,syn140833463
S002023,syn592017771
S002319,syn363610902
S001498,syn620135760
S000936,syn637462319
S002328,syn529882352
S003141,syn39911804
S003980,syn557314924
S002985,syn111314999
S001190,syn640921537
S000700,syn561104920
S002470,syn516850916
S002516,syn433253815
S001170,syn382017948
S003101,syn430436467
S001961,syn516850916
S003764,syn431517063
S001230,syn637462319
S002324,syn654167011
S002106,syn886020020
S000453,syn567207460
S003075,syn15111177
S002572,syn788411439
S003716,syn709023039
S000758,syn922410369
S000718,syn942606133
S002114,syn212568791
S003559,syn430436467
S002816,syn290543445
S001202,syn941141334
S002060,syn290543445
S001365,syn610724406
S003294,syn21623920
S003414,syn21623920
S001478,syn430436467
S000263,syn662499569
S001762,syn681614356
S003039,syn232825486
S000968,syn21623920
S003818,syn777615583
S003844,syn310680197
S000043,syn326966311
S003187,syn678243734
S002491,syn344756601
S003694,syn393017693
S003068,syn140833463
S001405,syn317711829
S002012,syn747100816
S001885,syn38484231
S001236,syn382017948
S001386,syn385837097
S002826,syn439678771
S003137,syn355486920
S001487,syn945369067
S001724,syn71255630
S002889,syn637462319
S003161,syn621809556
S002905,syn734819849
S003528,syn73546848
S001006,syn99814029
S001884,syn587316381
S000915,syn73546848
S000979,syn600550309
S000563,syn891306476
S002862,syn621555859
S000024,syn430476831
S000323,syn73546848
S001166,syn115114598
S003907,syn430476831
S002764,syn275430230
S000868,syn945369067
S000939,syn592017771
S001169,syn265406488
S001073,syn717448716
S003928,syn592017771
S001604,syn474513560
S001565,syn265406488
S002406,syn431517063
S003113,syn66640925
S002864,syn773921086
S001821,syn65346725
S001556,syn219894248
S002312,syn67657224
S001839,syn66640925
S002078,syn4206174
S000251,syn881092684
S001556,syn707944697
S000650,syn333759780
S002069,syn340950169
S002899,syn21623920
S001545,syn845734643
S001755,syn232265453
S000545,syn290543445
S003130,syn891306476
S001434,syn672650671
S003693,syn679319333
S000484,syn281316407
S002002,syn430436467
S001382,syn861411837
S003250,syn474513560
S000486,syn886020020
S001317,syn390329991
S000221,syn425341745
S002470,syn675233522
S003300,syn64811932
S001883,syn67657224
S000470,syn734819849
S002547,syn257950844
S003532,syn557314924
S001148,syn101891993
S002890,syn877811994
S002322,syn265406488
S003097,syn516850916
S001459,syn474513560
S003560,syn621809556
S002266,syn780683722
S003542,syn214397702
S003146,syn104736740
S000180,syn379758911
S002940,syn431517063
S002214,syn119875260
S002219,syn430436467
S001029,syn945369067
S002877,syn430436467
S001326,syn512779885
S003277,syn28261862
S000479,syn65346725
S002963,syn433253815
S001490,syn219894248
S001435,syn853713888
S001311,syn175155356
S000369,syn239885340
S003839,syn390329991
S003572,syn33895391
S002427,syn459011213
S000820,syn99814029
S000159,syn21623920
S002705,syn123807782
S002154,syn701516666
S003117,syn662499569
S001710,syn401191275
S001094,syn891306476
S000973,syn587316381
S002805,syn310680197
S003269,syn662499569
S003763,syn298077441
S001177,syn853713888
S003351,syn67657224
S000730,syn343519026
S002931,syn119875260
S002059,syn707944697
S002610,syn707391274
S003245,syn592017771
S002470,syn518087813
S000215,syn586260899
S000629,syn67657224
S001362,syn891306476
S002225,syn707391274
S000254,syn21623920
S002115,syn71255630
S000998,syn679319333
S000743,syn788411439
S000763,syn626742344
S001232,syn430436467
S001068,syn861979990
S000895,syn111314999
S000570,syn839870193
S002392,syn853713888
S001543,syn621555859
S000168,syn15111177
S001656,syn985572377
S000376,syn344756601
S000365,syn66640925
S000595,syn190343969
S001944,syn119875260
S000098,syn257950844
S001350,syn628681688
S000107,syn115114598
S002005,syn190343969
S000883,syn251852019
S002471,syn567207460
S002956,syn945369067
S001679,syn99814029
S001730,syn844194719
S000740,syn657204266
S000133,syn214397702
S002955,syn592017771
S001924,syn939720156
S000986,syn155671545
S003496,syn66640925
S000433,syn877811994
S003067,syn945369067
S001654,syn64811932
S003988,syn382017948
S003599,syn815886180
S001913,syn512779885
S002765,syn877811994
S002461,syn679319333
S001029,syn516850916
S000700,syn586260899
S002468,syn500193133
S002985,syn104736740
S002911,syn270195421
S000720,syn431517063
S003336,syn620135760
S000698,syn471994058
S000667,syn844194719
S000626,syn860761936
S002977,syn140833463
S002553,syn104736740
S003806,syn134954351
S000796,syn881092684
S002580,syn287402391
S003888,syn143604462
S003703,syn140833463
S002349,syn101891993
S001529,syn747100816
S001460,syn459011213
S001156,syn516850916
S002315,syn140833463
S002812,syn66640925
S001335,syn734819849
S002961,syn340950169
S000866,syn38484231
S000573,syn567207460
S003879,syn770638466
S000710,syn756864264
S003945,syn285178329
S001721,syn340950169
S003296,syn474513560
S001840,syn431517063
S001536,syn851448085
S001153,syn654167011
S000309,syn431517063
S001041,syn985572377
S003156,syn734819849
S002070,syn567207460
S002113,syn251852019
S001188,syn832604536
S002912,syn471994058
S001177,syn561104920
S002072,syn431517063
S000256,syn175155356
S001906,syn734819849
S000012,syn797177355
S002899,syn815886180
S002057,syn709023039
S003241,syn861979990
S001562,syn340950169
S003686,syn756864264
S003160,syn111314999
S003193,syn877811994
S001938,syn861979990
S002101,syn877811994
S000418,syn620135760
S000238,syn385837097
S000712,syn143604462
S003819,syn978100380
S000731,syn839870193
S003604,syn896931488
S002392,syn64811932
S001260,syn232825486
S000406,syn377983136
S000476,syn382017948
S003138,syn773921086
S001039,syn21623920
S000544,syn533561110
S000854,syn587316381
S002204,syn115114598
S000469,syn561104920
S002900,syn844194719
S003336,syn14203119
S002464,syn679319333
S003694,syn459011213
S001976,syn701516666
S003740,syn39911804
S003494,syn433253815
S002769,syn369435966
S003353,syn734819849
S003273,syn101891993
S001643,syn877811994
S003824,syn621809556
S000970,syn870439805
S001312,syn430436467
S002342,syn287402391
S000363,syn608226598
S002577,syn42286385
S000594,syn431517063
S001796,syn155671545
S001511,syn586260899
S001562,syn860761936
S001274,syn21623920
S001846,syn232825486
S000658,syn232265453
S001559,syn173174891
S001664,syn212001900
S003303,syn978100380
S002493,syn849558264
S002248,syn142525917
S002318,syn496113669
S002064,syn571955587
S002608,syn143604462
S001595,syn788411439
S002897,syn431517063
S002462,syn65346725
S000213,syn382017948
S003150,syn774981216
S003712,syn571955587
S003603,syn377983136
S001708,syn815886180
S002120,syn14203119
S001193,syn232265453
S000757,syn471994058
S001472,syn533561110
S002423,syn662499569
S002198,syn393017693
S002300,syn797177355
S002987,syn298077441
S000668,syn849558264
S003932,syn799106622
S000529,syn844194719
S001565,syn14203119
S000690,syn815886180
S001159,syn397005441
S003642,syn877811994
S000082,syn564677542
S001016,syn567207460
S003563,syn155671545
S002986,syn637462319
S001409,syn428250032
S000804,syn592017771
S002563,syn228058204
S001908,syn21623920
S003924,syn219894248
S000022,syn861979990
S003594,syn22951113
S003095,syn326966311
S000814,syn232825486
S001876,syn22951113
S002000,syn379758911
S002712,syn701516666
S000140,syn870439805
S000996,syn119875260
S001675,syn567207460
S001307,syn707944697
S002570,syn205256887
S003622,syn281316407
S003580,syn397005441
S003015,syn385837097
S003362,syn922410369
S001766,syn22951113
S002098,syn842634051
S000501,syn115797235
S002379,syn21623920
S002460,syn662499569
S003717,syn709023039
S000528,syn270195421
S000219,syn756864264
S002180,syn140833463
S000471,syn512779885
S003729,syn270195421
S003896,syn777615583
S003725,syn500193133
S003566,syn67657224
S001697,syn430476831
S001536,syn281316407
S002195,syn390329991
S002392,syn533561110
S002586,syn101891993
S003219,syn355486920
S002672,syn533561110
S003293,syn896931488
S000383,syn115114598
S002138,syn66640925
S002821,syn662499569
S003327,syn474513560
S000351,syn239885340
S003524,syn4695779
S003274,syn287402391
S000477,syn587316381
S003725,syn115114598
S000425,syn891306476
S003766,syn747100816
S000052,syn340950169
S000677,syn433253815
S000169,syn844129487
S002542,syn780683722
S003898,syn870439805
S002286,syn922410369
S003122,syn707944697
S003523,syn626742344
S000053,syn797177355
S001174,syn621555859
S003024,syn799106622
S003212,syn941141334
S002077,syn22951113
S001429,syn430436467
S000115,syn529882352
S003172,syn985572377
S000734,syn945369067
S002716,syn428250032
S000774,syn433253815
S003493,syn270195421
S000683,syn567207460
S002935,syn815886180
S003844,syn219894248
S003998,syn672650671
S002237,syn939720156
S001084,syn134954351
S000648,syn379226076
S002465,syn756864264
S002424,syn65346725
S003147,syn377983136
S001622,syn39911804
S003684,syn777615583
S001356,syn496113669
S001492,syn571955587
S001073,syn734819849
S003909,syn64811932
S002484,syn978100380
S000138,syn922410369
S002046,syn610724406
S001729,syn142525917
S002134,syn21623920
S001592,syn377983136
S003458,syn672650671
S001717,syn942606133
S003378,syn297105081
S002785,syn679319333
S001077,syn620135760
S003625,syn941141334
S000416,syn628681688
S003225,syn845734643
S001426,syn142525917
S003020,syn219894248
S001760,syn26631563
S000620,syn142525917
S000763,syn459011213
S002362,syn343519026
S001004,syn343519026
S002997,syn65346725
S003872,syn71255630
S002365,syn382017948
S001447,syn707944697
S003022,syn393017693
S001767,syn205256887
S002533,syn104736740
S002833,syn734819849
S002926,syn64811932
S001923,syn978100380
S001186,syn65346725
S001672,syn281316407
S003855,syn896931488
S001880,syn965091984
S002613,syn287345505
S000571,syn662499569
S002473,syn672650671
S001184,syn621809556
S003523,syn377983136
S002930,syn439678771
S000090,syn433253815
S000378,syn65346725
S001408,syn111314999
S000407,syn573794653
S003605,syn285178329
S001662,syn516850916
S003115,syn474513560
S000184,syn428250032
S001668,syn439678771
S002793,syn340950169
S002105,syn73546848
S003182,syn620135760
S001407,syn65346725
S002148,syn734819849
S003362,syn173174891
S001883,syn861411837
S003974,syn427397075
S002960,syn371193452
S000995,syn734819849
S002268,syn854148012
S003395,syn518087813
S003821,syn707944697
S001824,syn289104741
S003477,syn310680197
S000361,syn945369067
S003754,syn42286385
S000517,syn922994539
S001070,syn747100816
S000411,syn173174891
S000643,syn572631403
S003119,syn870439805
S001695,syn431517063
S000244,syn81860846
S002480,syn22951113
S003245,syn678243734
S000180,syn101891993
S003924,syn493162968
S000408,syn71255630
S001349,syn815886180
S000448,syn433253815
S002902,syn567207460
S003917,syn25432723
S000016,syn945369067
S000117,syn15111177
S002220,syn71255630
S003351,syn382017948
S000983,syn922410369
S003604,syn175155356
S000694,syn985572377
S000427,syn390329991
S002888,syn870439805
S001593,syn430476831
S000407,syn212001900
S002379,syn815886180
S003051,syn289104741
S001407,syn942606133
S001998,syn626742344
S003139,syn239885340
S001529,syn694486825
S003649,syn851448085
S000328,syn4695779
S000739,syn756864264
S003888,syn115114598
S001665,syn115114598
S003909,syn533561110
S000216,syn747100816
S002846,syn21623920
S003784,syn333759780
S003970,syn568485698
S003254,syn287402391
S002031,syn379226076
S002638,syn844194719
S002460,syn275430230
S001382,syn881092684
S001440,syn474513560
S001696,syn861979990
S001956,syn561104920
S002887,syn143604462
S000327,syn66640925
S003584,syn205256887
S002284,syn845734643
S000397,syn657204266
S002656,syn42286385
S003089,syn709023039
S000757,syn672650671
S002181,syn621809556
S001698,syn561104920
S001606,syn257950844
S001557,syn433253815
S000194,syn571955587
S000342,syn281316407
S002424,syn428250032
S001293,syn610724406
S003785,syn81860846
S000977,syn496113669
S000997,syn239885340
S003554,syn265406488
S003202,syn430476831
S000741,syn144035631
S002840,syn298077441
S001770,syn25432723
S000881,syn527875683
S000003,syn60739719
S003039,syn104736740
S001859,syn205256887
S001734,syn60739719
S000253,syn290543445
S001511,syn143604462
S000121,syn788411439
S000679,syn621809556
S001977,syn942606133
S003720,syn285178329
S002663,syn393017693
S002197,syn592017771
S001982,syn66640925
S002620,syn344756601
S000507,syn430476831
S001455,syn672650671
S002134,syn815886180
S002890,syn15111177
S002465,syn265406488
S003837,syn277663908
S002969,syn844194719
S003302,syn73546848
S001787,syn101891993
S000473,syn120175368
S000832,syn173174891
S001884,syn439678771
S000742,syn881092684
S002483,syn379226076
S003719,syn430476831
S000570,syn586260899
S000751,syn623628107
S002899,syn104736740
S002984,syn393017693
S002715,syn219894248
S000088,syn851448085
S001475,syn471994058
S000949,syn382017948
S000560,syn891306476
S003448,syn298077441
S002707,syn600550309
